Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P50607	reviewed	TUB_HUMAN	Tubby protein homolog	TUB	Homo sapiens (Human)	506
P50613	reviewed	CDK7_HUMAN	Cyclin-dependent kinase 7, EC 2.7.11.22, EC 2.7.11.23 (39 kDa protein kinase, p39 Mo15) (CDK-activating kinase 1) (Cell division protein kinase 7) (Serine/threonine-protein kinase 1) (TFIIH basal transcription factor complex kinase subunit)	CDK7 CAK CAK1 CDKN7 MO15 STK1	Homo sapiens (Human)	346
P50616	reviewed	TOB1_HUMAN	Protein Tob1 (Transducer of erbB-2 1)	TOB1 TOB TROB1	Homo sapiens (Human)	345
P50747	reviewed	BPL1_HUMAN	Biotin--protein ligase, EC 6.3.4.- (Biotin apo-protein ligase) [Includes: Biotin--[methylmalonyl-CoA-carboxytransferase] ligase, EC 6.3.4.9; Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase, EC 6.3.4.10 (Holocarboxylase synthetase, HCS); Biotin--[methylcrotonoyl-CoA-carboxylase] ligase, EC 6.3.4.11; Biotin--[acetyl-CoA-carboxylase] ligase, EC 6.3.4.15 ]	HLCS	Homo sapiens (Human)	726
P50748	reviewed	KNTC1_HUMAN	Kinetochore-associated protein 1 (Rough deal homolog, HsROD, Rod, hRod)	KNTC1 KIAA0166	Homo sapiens (Human)	2209
P50749	reviewed	RASF2_HUMAN	Ras association domain-containing protein 2	RASSF2 CENP-34 KIAA0168	Homo sapiens (Human)	326
P50750	reviewed	CDK9_HUMAN	Cyclin-dependent kinase 9, EC 2.7.11.22, EC 2.7.11.23 (C-2K) (Cell division cycle 2-like protein kinase 4) (Cell division protein kinase 9) (Serine/threonine-protein kinase PITALRE) (Tat-associated kinase complex catalytic subunit)	CDK9 CDC2L4 TAK	Homo sapiens (Human)	372
P50851	reviewed	LRBA_HUMAN	Lipopolysaccharide-responsive and beige-like anchor protein (Beige-like protein) (CDC4-like protein)	LRBA BGL CDC4L LBA	Homo sapiens (Human)	2863
P50876	reviewed	R144A_HUMAN	E3 ubiquitin-protein ligase RNF144A, EC 2.3.2.31 (RING finger protein 144A) (UbcM4-interacting protein 4) (Ubiquitin-conjugating enzyme 7-interacting protein 4)	RNF144A KIAA0161 RNF144 UBCE7IP4	Homo sapiens (Human)	292
P50895	reviewed	BCAM_HUMAN	Basal cell adhesion molecule (Auberger B antigen) (B-CAM cell surface glycoprotein) (F8/G253 antigen) (Lutheran antigen) (Lutheran blood group glycoprotein) (CD antigen CD239)	BCAM LU MSK19	Homo sapiens (Human)	628
P50897	reviewed	PPT1_HUMAN	Palmitoyl-protein thioesterase 1, PPT-1, EC 3.1.2.22 (Palmitoyl-protein hydrolase 1)	PPT1 CLN1 PPT	Homo sapiens (Human)	306
P50914	reviewed	RL14_HUMAN	60S ribosomal protein L14 (CAG-ISL 7) (Large ribosomal subunit protein eL14)	RPL14	Homo sapiens (Human)	215
P50990	reviewed	TCPQ_HUMAN	T-complex protein 1 subunit theta, TCP-1-theta (CCT-theta) (Chaperonin containing T-complex polypeptide 1 subunit 8) (Renal carcinoma antigen NY-REN-15)	CCT8 C21orf112 CCTQ KIAA0002	Homo sapiens (Human)	548
P50991	reviewed	TCPD_HUMAN	T-complex protein 1 subunit delta, TCP-1-delta (CCT-delta) (Stimulator of TAR RNA-binding)	CCT4 CCTD SRB	Homo sapiens (Human)	539
P50993	reviewed	AT1A2_HUMAN	Sodium/potassium-transporting ATPase subunit alpha-2, Na(+)/K(+) ATPase alpha-2 subunit, EC 7.2.2.13 (Sodium pump subunit alpha-2)	ATP1A2 KIAA0778	Homo sapiens (Human)	1020
P50995	reviewed	ANX11_HUMAN	Annexin A11 (56 kDa autoantigen) (Annexin XI) (Annexin-11) (Calcyclin-associated annexin 50, CAP-50)	ANXA11 ANX11	Homo sapiens (Human)	505
P51003	reviewed	PAPOA_HUMAN	Poly(A) polymerase alpha, PAP-alpha, EC 2.7.7.19 (Polynucleotide adenylyltransferase alpha)	PAPOLA PAP	Homo sapiens (Human)	745
P51114	reviewed	FXR1_HUMAN	Fragile X mental retardation syndrome-related protein 1, hFXR1p	FXR1	Homo sapiens (Human)	621
P51116	reviewed	FXR2_HUMAN	Fragile X mental retardation syndrome-related protein 2	FXR2 FMR1L2	Homo sapiens (Human)	673
P51124	reviewed	GRAM_HUMAN	Granzyme M, EC 3.4.21.- (Met-1 serine protease, Hu-Met-1) (Met-ase) (Natural killer cell granular protease)	GZMM MET1	Homo sapiens (Human)	257
P51148	reviewed	RAB5C_HUMAN	Ras-related protein Rab-5C, EC 3.6.5.2 (L1880) (RAB5L)	RAB5C RABL	Homo sapiens (Human)	216
P51149	reviewed	RAB7A_HUMAN	Ras-related protein Rab-7a, EC 3.6.5.2	RAB7A RAB7	Homo sapiens (Human)	207
P51151	reviewed	RAB9A_HUMAN	Ras-related protein Rab-9A	RAB9A RAB9	Homo sapiens (Human)	201
P51153	reviewed	RAB13_HUMAN	Ras-related protein Rab-13 (Cell growth-inhibiting gene 4 protein)	RAB13 GIG4	Homo sapiens (Human)	203
P51157	reviewed	RAB28_HUMAN	Ras-related protein Rab-28	RAB28	Homo sapiens (Human)	221
P51159	reviewed	RB27A_HUMAN	Ras-related protein Rab-27A, Rab-27, EC 3.6.5.2 (GTP-binding protein Ram)	RAB27A RAB27	Homo sapiens (Human)	221
P51160	reviewed	PDE6C_HUMAN	Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha', EC 3.1.4.35 (cGMP phosphodiesterase 6C)	PDE6C PDEA2	Homo sapiens (Human)	858
P51161	reviewed	FABP6_HUMAN	Gastrotropin, GT (Fatty acid-binding protein 6) (Ileal lipid-binding protein, ILBP) (Intestinal 15 kDa protein, I-15P) (Intestinal bile acid-binding protein, I-BABP)	FABP6 ILBP ILLBP	Homo sapiens (Human)	128
P51164	reviewed	ATP4B_HUMAN	Potassium-transporting ATPase subunit beta (Gastric H(+)/K(+) ATPase subunit beta) (Proton pump beta chain)	ATP4B	Homo sapiens (Human)	291
P51168	reviewed	SCNNB_HUMAN	Amiloride-sensitive sodium channel subunit beta (Beta-NaCH) (Epithelial Na(+) channel subunit beta, Beta-ENaC, ENaCB) (Nonvoltage-gated sodium channel 1 subunit beta) (SCNEB)	SCNN1B	Homo sapiens (Human)	640
P51170	reviewed	SCNNG_HUMAN	Amiloride-sensitive sodium channel subunit gamma (Epithelial Na(+) channel subunit gamma, ENaCG, Gamma-ENaC) (Gamma-NaCH) (Nonvoltage-gated sodium channel 1 subunit gamma) (SCNEG)	SCNN1G	Homo sapiens (Human)	649
P51172	reviewed	SCNND_HUMAN	Amiloride-sensitive sodium channel subunit delta (Delta-NaCH) (Epithelial Na(+) channel subunit delta, Delta-ENaC, ENaCD) (Nonvoltage-gated sodium channel 1 subunit delta) (SCNED)	SCNN1D DNACH	Homo sapiens (Human)	802
P51178	reviewed	PLCD1_HUMAN	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1, EC 3.1.4.11 (Phosphoinositide phospholipase C-delta-1) (Phospholipase C-III, PLC-III) (Phospholipase C-delta-1, PLC-delta-1)	PLCD1	Homo sapiens (Human)	756
P51397	reviewed	DAP1_HUMAN	Death-associated protein 1, DAP-1	DAP DAP1	Homo sapiens (Human)	102
P51398	reviewed	RT29_HUMAN	28S ribosomal protein S29, mitochondrial, MRP-S29, S29mt (Death-associated protein 3, DAP-3) (Ionizing radiation resistance conferring protein) (Mitochondrial small ribosomal subunit protein mS29)	DAP3 MRPS29	Homo sapiens (Human)	398
P51449	reviewed	RORG_HUMAN	Nuclear receptor ROR-gamma (Nuclear receptor RZR-gamma) (Nuclear receptor subfamily 1 group F member 3) (RAR-related orphan receptor C) (Retinoid-related orphan receptor-gamma)	RORC NR1F3 RORG RZRG	Homo sapiens (Human)	518
P51451	reviewed	BLK_HUMAN	Tyrosine-protein kinase Blk, EC 2.7.10.2 (B lymphocyte kinase) (p55-Blk)	BLK	Homo sapiens (Human)	505
P51452	reviewed	DUS3_HUMAN	Dual specificity protein phosphatase 3, EC 3.1.3.16, EC 3.1.3.48 (Dual specificity protein phosphatase VHR) (Vaccinia H1-related phosphatase, VHR)	DUSP3 VHR	Homo sapiens (Human)	185
P51460	reviewed	INSL3_HUMAN	Insulin-like 3 (Leydig insulin-like peptide, Ley-I-L) (Relaxin-like factor) [Cleaved into: Insulin-like 3 B chain; Insulin-like 3 A chain ]	INSL3 RLF RLNL	Homo sapiens (Human)	131
P51511	reviewed	MMP15_HUMAN	Matrix metalloproteinase-15, MMP-15, EC 3.4.24.- (Membrane-type matrix metalloproteinase 2, MT-MMP 2, MTMMP2) (Membrane-type-2 matrix metalloproteinase, MT2-MMP, MT2MMP) (SMCP-2)	MMP15	Homo sapiens (Human)	669
P51512	reviewed	MMP16_HUMAN	Matrix metalloproteinase-16, MMP-16, EC 3.4.24.- (MMP-X2) (Membrane-type matrix metalloproteinase 3, MT-MMP 3, MTMMP3) (Membrane-type-3 matrix metalloproteinase, MT3-MMP, MT3MMP)	MMP16 C8orf57 MMPX2	Homo sapiens (Human)	607
P51513	reviewed	NOVA1_HUMAN	RNA-binding protein Nova-1 (Neuro-oncological ventral antigen 1) (Onconeural ventral antigen 1) (Paraneoplastic Ri antigen) (Ventral neuron-specific protein 1)	NOVA1	Homo sapiens (Human)	507
P51530	reviewed	DNA2_HUMAN	DNA replication ATP-dependent helicase/nuclease DNA2, hDNA2 (DNA replication ATP-dependent helicase-like homolog) [Includes: DNA replication nuclease DNA2, EC 3.1.-.-; DNA replication ATP-dependent helicase DNA2, EC 3.6.4.12 ]	DNA2 DNA2L KIAA0083	Homo sapiens (Human)	1060
P51531	reviewed	SMCA2_HUMAN	Probable global transcription activator SNF2L2, EC 3.6.4.- (ATP-dependent helicase SMARCA2) (BRG1-associated factor 190B, BAF190B) (Protein brahma homolog, hBRM) (SNF2-alpha) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2)	SMARCA2 BAF190B BRM SNF2A SNF2L2	Homo sapiens (Human)	1590
P51532	reviewed	SMCA4_HUMAN	Transcription activator BRG1, EC 3.6.4.- (ATP-dependent helicase SMARCA4) (BRG1-associated factor 190A, BAF190A) (Mitotic growth and transcription activator) (Protein BRG-1) (Protein brahma homolog 1) (SNF2-beta) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4)	SMARCA4 BAF190A BRG1 SNF2B SNF2L4	Homo sapiens (Human)	1647
P51553	reviewed	IDH3G_HUMAN	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial (Isocitric dehydrogenase subunit gamma) (NAD(+)-specific ICDH subunit gamma)	IDH3G	Homo sapiens (Human)	393
P51570	reviewed	GALK1_HUMAN	Galactokinase, EC 2.7.1.6 (Galactose kinase)	GALK1 GALK	Homo sapiens (Human)	392
P51571	reviewed	SSRD_HUMAN	Translocon-associated protein subunit delta, TRAP-delta (Signal sequence receptor subunit delta, SSR-delta)	SSR4 TRAPD	Homo sapiens (Human)	173
P51572	reviewed	BAP31_HUMAN	B-cell receptor-associated protein 31, BCR-associated protein 31, Bap31 (6C6-AG tumor-associated antigen) (Protein CDM) (p28)	BCAP31 BAP31 DXS1357E	Homo sapiens (Human)	246
P51575	reviewed	P2RX1_HUMAN	P2X purinoceptor 1, P2X1 (ATP receptor) (Purinergic receptor)	P2RX1 P2X1	Homo sapiens (Human)	399
P51580	reviewed	TPMT_HUMAN	Thiopurine S-methyltransferase, EC 2.1.1.67 (Thiopurine methyltransferase)	TPMT	Homo sapiens (Human)	245
P51582	reviewed	P2RY4_HUMAN	P2Y purinoceptor 4, P2Y4 (P2P) (Uridine nucleotide receptor, UNR)	P2RY4 NRU	Homo sapiens (Human)	365
P51587	reviewed	BRCA2_HUMAN	Breast cancer type 2 susceptibility protein (Fanconi anemia group D1 protein)	BRCA2 FACD FANCD1	Homo sapiens (Human)	3418
P51589	reviewed	CP2J2_HUMAN	Cytochrome P450 2J2, EC 1.14.14.- (Albendazole monooxygenase (hydroxylating), EC 1.14.14.74) (Albendazole monooxygenase (sulfoxide-forming), EC 1.14.14.73) (Arachidonic acid epoxygenase) (CYPIIJ2) (Hydroperoxy icosatetraenoate isomerase, EC 5.4.4.7)	CYP2J2	Homo sapiens (Human)	502
P51606	reviewed	RENBP_HUMAN	N-acylglucosamine 2-epimerase, AGE, EC 5.1.3.8 (GlcNAc 2-epimerase) (N-acetyl-D-glucosamine 2-epimerase) (Renin-binding protein, RnBP)	RENBP	Homo sapiens (Human)	427
P51608	reviewed	MECP2_HUMAN	Methyl-CpG-binding protein 2, MeCp-2 protein, MeCp2	MECP2	Homo sapiens (Human)	486
P51610	reviewed	HCFC1_HUMAN	Host cell factor 1, HCF, HCF-1 (C1 factor) (CFF) (VCAF) (VP16 accessory protein) [Cleaved into: HCF N-terminal chain 1; HCF N-terminal chain 2; HCF N-terminal chain 3; HCF N-terminal chain 4; HCF N-terminal chain 5; HCF N-terminal chain 6; HCF C-terminal chain 1; HCF C-terminal chain 2; HCF C-terminal chain 3; HCF C-terminal chain 4; HCF C-terminal chain 5; HCF C-terminal chain 6 ]	HCFC1 HCF1 HFC1	Homo sapiens (Human)	2035
P51617	reviewed	IRAK1_HUMAN	Interleukin-1 receptor-associated kinase 1, IRAK-1, EC 2.7.11.1	IRAK1 IRAK	Homo sapiens (Human)	712
P51636	reviewed	CAV2_HUMAN	Caveolin-2	CAV2	Homo sapiens (Human)	162
P51648	reviewed	AL3A2_HUMAN	Aldehyde dehydrogenase family 3 member A2, EC 1.2.1.3, EC 1.2.1.94 (Aldehyde dehydrogenase 10) (Fatty aldehyde dehydrogenase) (Microsomal aldehyde dehydrogenase)	ALDH3A2 ALDH10 FALDH	Homo sapiens (Human)	485
P51649	reviewed	SSDH_HUMAN	Succinate-semialdehyde dehydrogenase, mitochondrial, EC 1.2.1.24 (Aldehyde dehydrogenase family 5 member A1) (NAD(+)-dependent succinic semialdehyde dehydrogenase)	ALDH5A1 SSADH	Homo sapiens (Human)	535
P51654	reviewed	GPC3_HUMAN	Glypican-3 (GTR2-2) (Intestinal protein OCI-5) (MXR7) [Cleaved into: Glypican-3 alpha subunit; Glypican-3 beta subunit ]	GPC3 OCI5	Homo sapiens (Human)	580
P51659	reviewed	DHB4_HUMAN	Peroxisomal multifunctional enzyme type 2, MFE-2 (17-beta-hydroxysteroid dehydrogenase 4, 17-beta-HSD 4) (D-bifunctional protein, DBP) (Multifunctional protein 2, MFP-2) (Short chain dehydrogenase/reductase family 8C member 1) [Cleaved into: (3R)-hydroxyacyl-CoA dehydrogenase, EC 1.1.1.n12; Enoyl-CoA hydratase 2, EC 4.2.1.107, EC 4.2.1.119 (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase) ]	HSD17B4 EDH17B4 SDR8C1	Homo sapiens (Human)	736
P51665	reviewed	PSMD7_HUMAN	26S proteasome non-ATPase regulatory subunit 7 (26S proteasome regulatory subunit RPN8) (26S proteasome regulatory subunit S12) (Mov34 protein homolog) (Proteasome subunit p40)	PSMD7 MOV34L	Homo sapiens (Human)	324
P51668	reviewed	UB2D1_HUMAN	Ubiquitin-conjugating enzyme E2 D1, EC 2.3.2.23 ((E3-independent) E2 ubiquitin-conjugating enzyme D1, EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D1) (Stimulator of Fe transport, SFT) (UBC4/5 homolog) (UbcH5) (Ubiquitin carrier protein D1) (Ubiquitin-conjugating enzyme E2(17)KB 1) (Ubiquitin-conjugating enzyme E2-17 kDa 1) (Ubiquitin-protein ligase D1)	UBE2D1 SFT UBC5A UBCH5 UBCH5A	Homo sapiens (Human)	147
P51671	reviewed	CCL11_HUMAN	Eotaxin (C-C motif chemokine 11) (Eosinophil chemotactic protein) (Small-inducible cytokine A11)	CCL11 SCYA11	Homo sapiens (Human)	97
P51674	reviewed	GPM6A_HUMAN	Neuronal membrane glycoprotein M6-a, M6a	GPM6A M6A	Homo sapiens (Human)	278
P51677	reviewed	CCR3_HUMAN	C-C chemokine receptor type 3, C C CKR3, C-C CKR-3, CC-CKR-3, CCR-3, CCR3, CKR 3, CKR3 (Eosinophil eotaxin receptor) (CD antigen CD193)	CCR3 CMKBR3	Homo sapiens (Human)	355
P51679	reviewed	CCR4_HUMAN	C-C chemokine receptor type 4, C-C CKR-4, CC-CKR-4, CCR-4, CCR4 (K5-5) (CD antigen CD194)	CCR4 CMKBR4	Homo sapiens (Human)	360
P51681	reviewed	CCR5_HUMAN	C-C chemokine receptor type 5, C-C CKR-5, CC-CKR-5, CCR-5, CCR5 (CHEMR13) (HIV-1 fusion coreceptor) (CD antigen CD195)	CCR5 CMKBR5	Homo sapiens (Human)	352
P51684	reviewed	CCR6_HUMAN	C-C chemokine receptor type 6, C-C CKR-6, CC-CKR-6, CCR-6 (Chemokine receptor-like 3, CKR-L3) (DRY6) (G-protein coupled receptor 29) (GPR-CY4, GPRCY4) (LARC receptor) (CD antigen CD196)	CCR6 CKRL3 CMKBR6 GPR29 STRL22	Homo sapiens (Human)	374
P51685	reviewed	CCR8_HUMAN	C-C chemokine receptor type 8, C-C CKR-8, CC-CKR-8, CCR-8 (CC chemokine receptor CHEMR1) (CMKBRL2) (Chemokine receptor-like 1, CKR-L1) (GPR-CY6, GPRCY6) (TER1) (CD antigen CDw198)	CCR8 CKRL1 CMKBR8 CMKBRL2	Homo sapiens (Human)	355
P51686	reviewed	CCR9_HUMAN	C-C chemokine receptor type 9, C-C CKR-9, CC-CKR-9, CCR-9 (G-protein coupled receptor 28) (GPR-9-6) (CD antigen CDw199)	CCR9 GPR28	Homo sapiens (Human)	369
P51687	reviewed	SUOX_HUMAN	Sulfite oxidase, mitochondrial, EC 1.8.3.1	SUOX	Homo sapiens (Human)	545
P51688	reviewed	SPHM_HUMAN	N-sulphoglucosamine sulphohydrolase, EC 3.10.1.1 (Sulfoglucosamine sulfamidase) (Sulphamidase)	SGSH HSS	Homo sapiens (Human)	502
P51689	reviewed	ARSD_HUMAN	Arylsulfatase D, ASD, EC 3.1.6.-	ARSD	Homo sapiens (Human)	593
P51690	reviewed	ARSL_HUMAN	Arylsulfatase L, EC 3.1.6.1 (Arylsulfatase E, ASE)	ARSL ARSE	Homo sapiens (Human)	589
P51692	reviewed	STA5B_HUMAN	Signal transducer and activator of transcription 5B	STAT5B	Homo sapiens (Human)	787
P51693	reviewed	APLP1_HUMAN	Amyloid beta precursor like protein 1 (Amyloid beta (A4) precursor-like protein 1) (Amyloid-like protein 1, APLP, APLP-1) [Cleaved into: C30 ]	APLP1	Homo sapiens (Human)	650
P51784	reviewed	UBP11_HUMAN	Ubiquitin carboxyl-terminal hydrolase 11, EC 3.4.19.12 (Deubiquitinating enzyme 11) (Ubiquitin thioesterase 11) (Ubiquitin-specific-processing protease 11)	USP11 UHX1	Homo sapiens (Human)	963
P51787	reviewed	KCNQ1_HUMAN	Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1)	KCNQ1 KCNA8 KCNA9 KVLQT1	Homo sapiens (Human)	676
P51788	reviewed	CLCN2_HUMAN	Chloride channel protein 2, ClC-2	CLCN2	Homo sapiens (Human)	898
P51790	reviewed	CLCN3_HUMAN	H(+)/Cl(-) exchange transporter 3 (Chloride channel protein 3, ClC-3) (Chloride transporter ClC-3)	CLCN3	Homo sapiens (Human)	818
P51793	reviewed	CLCN4_HUMAN	H(+)/Cl(-) exchange transporter 4 (Chloride channel protein 4, ClC-4) (Chloride transporter ClC-4)	CLCN4	Homo sapiens (Human)	760
P51795	reviewed	CLCN5_HUMAN	H(+)/Cl(-) exchange transporter 5 (Chloride channel protein 5, ClC-5) (Chloride transporter ClC-5)	CLCN5 CLCK2	Homo sapiens (Human)	816
P51797	reviewed	CLCN6_HUMAN	H(+)/Cl(-) exchange transporter 6 (Chloride channel protein 6, ClC-6) (Chloride transport protein 6)	CLCN6 KIAA0046	Homo sapiens (Human)	869
P51798	reviewed	CLCN7_HUMAN	H(+)/Cl(-) exchange transporter 7 (Chloride channel 7 alpha subunit) (Chloride channel protein 7, ClC-7)	CLCN7	Homo sapiens (Human)	805
P51800	reviewed	CLCKA_HUMAN	Chloride channel protein ClC-Ka, Chloride channel Ka (ClC-K1)	CLCNKA	Homo sapiens (Human)	687
P51801	reviewed	CLCKB_HUMAN	Chloride channel protein ClC-Kb, Chloride channel Kb (ClC-K2)	CLCNKB	Homo sapiens (Human)	687
P51805	reviewed	PLXA3_HUMAN	Plexin-A3 (Plexin-4) (Semaphorin receptor SEX)	PLXNA3 PLXN4 SEX	Homo sapiens (Human)	1871
P51808	reviewed	DYLT3_HUMAN	Dynein light chain Tctex-type 3 (Protein 91/23) (T-complex-associated testis-expressed 1-like)	DYNLT3 TCTE1L TCTE1XL	Homo sapiens (Human)	116
P51809	reviewed	VAMP7_HUMAN	Vesicle-associated membrane protein 7, VAMP-7 (Synaptobrevin-like protein 1) (Tetanus-insensitive VAMP, Ti-VAMP)	VAMP7 SYBL1	Homo sapiens (Human)	220
P51810	reviewed	GP143_HUMAN	G-protein coupled receptor 143 (Ocular albinism type 1 protein)	GPR143 OA1	Homo sapiens (Human)	404
P51811	reviewed	XK_HUMAN	Endoplasmic reticulum membrane adapter protein XK (Kell complex 37 kDa component) (Kx antigen) (Membrane transport protein XK) (XK-related protein 1)	XK XKR1 XRG1	Homo sapiens (Human)	444
P51812	reviewed	KS6A3_HUMAN	Ribosomal protein S6 kinase alpha-3, S6K-alpha-3, EC 2.7.11.1 (90 kDa ribosomal protein S6 kinase 3, p90-RSK 3, p90RSK3) (Insulin-stimulated protein kinase 1, ISPK-1) (MAP kinase-activated protein kinase 1b, MAPK-activated protein kinase 1b, MAPKAP kinase 1b, MAPKAPK-1b) (Ribosomal S6 kinase 2, RSK-2) (pp90RSK2)	RPS6KA3 ISPK1 MAPKAPK1B RSK2	Homo sapiens (Human)	740
P51813	reviewed	BMX_HUMAN	Cytoplasmic tyrosine-protein kinase BMX, EC 2.7.10.2 (Bone marrow tyrosine kinase gene in chromosome X protein) (Epithelial and endothelial tyrosine kinase, ETK) (NTK38)	BMX	Homo sapiens (Human)	675
P51814	reviewed	ZNF41_HUMAN	Zinc finger protein 41	ZNF41	Homo sapiens (Human)	821
P51816	reviewed	AFF2_HUMAN	AF4/FMR2 family member 2 (Fragile X E mental retardation syndrome protein) (Fragile X mental retardation 2 protein, FMR2P, Protein FMR-2) (Protein Ox19)	AFF2 FMR2 OX19	Homo sapiens (Human)	1311
P51817	reviewed	PRKX_HUMAN	cAMP-dependent protein kinase catalytic subunit PRKX, PrKX, Protein kinase X, Protein kinase X-linked, Serine/threonine-protein kinase PRKX, EC 2.7.11.1 (Protein kinase PKX1)	PRKX PKX1	Homo sapiens (Human)	358
P51825	reviewed	AFF1_HUMAN	AF4/FMR2 family member 1 (ALL1-fused gene from chromosome 4 protein, Protein AF-4) (Protein FEL) (Proto-oncogene AF4)	AFF1 AF4 FEL MLLT2 PBM1	Homo sapiens (Human)	1210
P51826	reviewed	AFF3_HUMAN	AF4/FMR2 family member 3 (Lymphoid nuclear protein related to AF4, Protein LAF-4)	AFF3 LAF4	Homo sapiens (Human)	1226
P51828	reviewed	ADCY7_HUMAN	Adenylate cyclase type 7, EC 4.6.1.1 (ATP pyrophosphate-lyase 7) (Adenylate cyclase type VII) (Adenylyl cyclase 7)	ADCY7 KIAA0037	Homo sapiens (Human)	1080
P51841	reviewed	GUC2F_HUMAN	Retinal guanylyl cyclase 2, RETGC-2, EC 4.6.1.2 (Guanylate cyclase 2F, retinal) (Guanylate cyclase F, GC-F) (Rod outer segment membrane guanylate cyclase 2, ROS-GC2)	GUCY2F GUC2F RETGC2	Homo sapiens (Human)	1108
P51843	reviewed	NR0B1_HUMAN	Nuclear receptor subfamily 0 group B member 1 (DSS-AHC critical region on the X chromosome protein 1) (Nuclear receptor DAX-1)	NR0B1 AHC DAX1	Homo sapiens (Human)	470
P51854	reviewed	TKTL1_HUMAN	Transketolase-like protein 1, EC 2.2.1.1 (Transketolase 2, TK 2) (Transketolase-related protein)	TKTL1 TKR TKT2	Homo sapiens (Human)	596
P51857	reviewed	AK1D1_HUMAN	Aldo-keto reductase family 1 member D1, EC 1.3.1.3 (3-oxo-5-beta-steroid 4-dehydrogenase) (Delta(4)-3-ketosteroid 5-beta-reductase) (Delta(4)-3-oxosteroid 5-beta-reductase)	AKR1D1 SRD5B1	Homo sapiens (Human)	326
P51858	reviewed	HDGF_HUMAN	Hepatoma-derived growth factor, HDGF (High mobility group protein 1-like 2, HMG-1L2)	HDGF HMG1L2	Homo sapiens (Human)	240
P51878	reviewed	CASP5_HUMAN	Caspase-5, CASP-5, EC 3.4.22.58 (ICE(rel)-III) (Protease ICH-3) (Protease TY) [Cleaved into: Caspase-5 subunit p20; Caspase-5 subunit p10 ]	CASP5 ICH3	Homo sapiens (Human)	434
P51884	reviewed	LUM_HUMAN	Lumican (Keratan sulfate proteoglycan lumican, KSPG lumican)	LUM LDC SLRR2D	Homo sapiens (Human)	338
P51888	reviewed	PRELP_HUMAN	Prolargin (Proline-arginine-rich end leucine-rich repeat protein)	PRELP SLRR2A	Homo sapiens (Human)	382
P51946	reviewed	CCNH_HUMAN	Cyclin-H (MO15-associated protein) (p34) (p37)	CCNH	Homo sapiens (Human)	323
P51948	reviewed	MAT1_HUMAN	CDK-activating kinase assembly factor MAT1 (CDK7/cyclin-H assembly factor) (Cyclin-G1-interacting protein) (Menage a trois) (RING finger protein 66) (RING finger protein MAT1) (p35) (p36)	MNAT1 CAP35 MAT1 RNF66	Homo sapiens (Human)	309
P51955	reviewed	NEK2_HUMAN	Serine/threonine-protein kinase Nek2, EC 2.7.11.1 (HSPK 21) (Never in mitosis A-related kinase 2, NimA-related protein kinase 2) (NimA-like protein kinase 1)	NEK2 NEK2A NLK1	Homo sapiens (Human)	445
P51956	reviewed	NEK3_HUMAN	Serine/threonine-protein kinase Nek3, EC 2.7.11.1 (HSPK 36) (Never in mitosis A-related kinase 3, NimA-related protein kinase 3)	NEK3	Homo sapiens (Human)	506
P51957	reviewed	NEK4_HUMAN	Serine/threonine-protein kinase Nek4, EC 2.7.11.1 (Never in mitosis A-related kinase 4, NimA-related protein kinase 4) (Serine/threonine-protein kinase 2) (Serine/threonine-protein kinase NRK2)	NEK4 STK2	Homo sapiens (Human)	841
P51959	reviewed	CCNG1_HUMAN	Cyclin-G1, Cyclin-G	CCNG1 CCNG CYCG1	Homo sapiens (Human)	295
P51965	reviewed	UB2E1_HUMAN	Ubiquitin-conjugating enzyme E2 E1, EC 2.3.2.23 ((E3-independent) E2 ubiquitin-conjugating enzyme E1, EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme E1) (UbcH6) (Ubiquitin carrier protein E1) (Ubiquitin-protein ligase E1)	UBE2E1 UBCH6	Homo sapiens (Human)	193
